Taxon	coef	adj.p	taxRank	dataset	database	DAA_tool
Fischerella sp. Nies.4106	-0.00190337755514111	0.208560133536197	Species	Moss	KB51	MaAsLin2
Calothrix sp. Pcc.7507	-0.00531947596324362	0.213058623458181	Species	Moss	KB51	MaAsLin2
Mycobacterium sp. Ms1601	-0.0101895336864826	0.228663238961846	Species	Moss	KB51	MaAsLin2
Paraburkholderia sp. Msb3	-0.0076051252767039	0.228663238961846	Species	Moss	KB51	MaAsLin2
Nostoc sp. Ms1	-0.0057179006442852	0.248364438552084	Species	Moss	KB51	MaAsLin2
Flavobacterium kingsejongi	0.0129188819683188	0.24887478117061	Species	Moss	KB51	MaAsLin2
Granulicella tundricola	0.00578052459648364	0.24887478117061	Species	Moss	KB51	MaAsLin2
Nostoc edaphicum	-0.00947621896330253	0.24887478117061	Species	Moss	KB51	MaAsLin2
Mycoavidus sp. Hki	-0.0136026115971182	0.261891679998792	Species	Moss	KB51	MaAsLin2
Subtercola sp. Ak.r2a1.2	-0.00310882462821936	0.26197969771459	Species	Moss	KB51	MaAsLin2
Methylovirgula ligni	-0.00319745306318869	0.264424946479026	Species	Moss	KB51	MaAsLin2
Mucilaginibacter rubeus	-0.00812829713227121	0.264424946479026	Species	Moss	KB51	MaAsLin2
Nostoc sp. C052	-0.0166647500197977	0.264424946479026	Species	Moss	KB51	MaAsLin2
Streptacidiphilus sp. Pb12.B1b	-0.0469749889622494	0.286133547170575	Species	Moss	KB51	MaAsLin2
Paraburkholderia ginsengisoli	-0.0271014848170645	0.300167264993702	Species	Moss	KB51	MaAsLin2
Nostoc punctiforme	-0.013631176212096	0.331215729445495	Species	Moss	KB51	MaAsLin2
Paraburkholderia fungorum	-0.00776812376844295	0.343980212178155	Species	Moss	KB51	MaAsLin2
Nostoc sp. Uhcc.0702	-0.00380669356943844	0.360131321855869	Species	Moss	KB51	MaAsLin2
Pseudomonas sp. K.62	-0.00202410494459514	0.36025146544217	Species	Moss	KB51	MaAsLin2
Sphingomonas sp. Pamc26645	0.0142565716329533	0.366726204444291	Species	Moss	KB51	MaAsLin2
Nostoc sp. Atcc.53789	-0.0171511402287753	0.376996898842181	Species	Moss	KB51	MaAsLin2
Pseudomonas yamanorum	-0.016410669868244	0.410188663921694	Species	Moss	KB51	MaAsLin2
Frondihabitans sp. Pamc.28766	0.0056608195327779	0.414161382142774	Species	Moss	KB51	MaAsLin2
Nostoc sp. C057	-0.013418366543142	0.414161382142774	Species	Moss	KB51	MaAsLin2
Nostoc sp. Tcl26.01	0.00308691055485882	0.414161382142774	Species	Moss	KB51	MaAsLin2
Nostoc sp. eroides	-0.0200940367563571	0.414161382142774	Species	Moss	KB51	MaAsLin2
Nostoc linckia	-0.00411187852467999	0.457597881308084	Species	Moss	KB51	MaAsLin2
Janthinobacterium agaricidamnosum	0.00994078034278844	0.488632763066391	Species	Moss	KB51	MaAsLin2
Pseudomonas nitroreducens	-0.0088973450640551	0.519725367412019	Species	Moss	KB51	MaAsLin2
Nostoc sp. Peltigera.membranacea.cyanobiont.n6	-0.0109985415597447	0.534920326928112	Species	Moss	KB51	MaAsLin2
Mesorhizobium sp. Pch.s	-0.00158698711215158	0.571532075295755	Species	Moss	KB51	MaAsLin2
Paraburkholderia caledonica	-0.00515639467292147	0.607373365289637	Species	Moss	KB51	MaAsLin2
Nostoc sp. Tcl240.02	-0.00319983280307049	0.62813355761243	Species	Moss	KB51	MaAsLin2
Calothrix brevissima	-0.00241502000017318	0.63649698174789	Species	Moss	KB51	MaAsLin2
Anabaenopsis circularis	-0.00278280273140823	0.664266157688164	Species	Moss	KB51	MaAsLin2
Methylobacterium radiotolerans	0.00510384731876893	0.664266157688164	Species	Moss	KB51	MaAsLin2
Sphingomonas sp. Lmo.1	-0.00300085659641648	0.665766387176652	Species	Moss	KB51	MaAsLin2
Gordonia polyisoprenivorans	-0.00253315213076872	0.668293788647675	Species	Moss	KB51	MaAsLin2
Pseudomonas fluorescens	-0.0197110087789768	0.668293788647675	Species	Moss	KB51	MaAsLin2
Cylindrospermum stagnale	-0.00147895963204866	0.671638579998298	Species	Moss	KB51	MaAsLin2
Terriglobus roseus	0.00274804028726962	0.685333674634907	Species	Moss	KB51	MaAsLin2
Pseudomonas sp. Lbum920	-0.00355577810386658	0.74831733650505	Species	Moss	KB51	MaAsLin2
Methylobacterium sp. Wl1	0.00390658248809641	0.760573088900018	Species	Moss	KB51	MaAsLin2
Sphingomonas sp. Ap4.R1	0.00133895451051736	0.77697627679101	Species	Moss	KB51	MaAsLin2
Methylobacterium brachiatum	-0.00213173134678794	0.866963097959097	Species	Moss	KB51	MaAsLin2
Pantoea agglomerans	-0.00153187808169927	0.87545294663945	Species	Moss	KB51	MaAsLin2
Pseudomonas sp. Nc02	-0.00198793816873301	0.879994696269027	Species	Moss	KB51	MaAsLin2
Sphingomonas panacis	0.00161192239848511	0.885622621603228	Species	Moss	KB51	MaAsLin2
Methylobacterium indicum	-6.1739771537695e-4	0.896828945598328	Species	Moss	KB51	MaAsLin2
Rouxiella badensis	0.00168275562173206	0.901312411957536	Species	Moss	KB51	MaAsLin2
Sphingomonas sp. Farsph	0.00274276907885902	0.901312411957536	Species	Moss	KB51	MaAsLin2
Ewingella americana	-0.00208157832087304	0.944906673954411	Species	Moss	KB51	MaAsLin2
Herbaspirillum sp. meg3	-7.1717427201217e-4	0.944906673954411	Species	Moss	KB51	MaAsLin2
Pseudomonas sp. Adak22	0.0014015509822871	0.944906673954411	Species	Moss	KB51	MaAsLin2
Pseudomonas sp. Sxm.1	0.0013726491805414	0.944906673954411	Species	Moss	KB51	MaAsLin2
Microchaete diplosiphon	9.773086602405e-4	0.960298119010543	Species	Moss	KB51	MaAsLin2
Polynucleobacter sp. Mwh.p3.07.1	5.2226789484332e-4	0.960298119010543	Species	Moss	KB51	MaAsLin2
Pseudomonas qingdaonensis	2.7185076164047e-4	0.960298119010543	Species	Moss	KB51	MaAsLin2
Pedobacter roseus	2.0348667852263e-4	0.978389450267784	Species	Moss	KB51	MaAsLin2
Pseudomonas syringae	1.2919618217241e-4	0.993104016185159	Species	Moss	KB51	MaAsLin2
Cutibacterium acnes	4.7482205994732e-5	0.996463930437862	Species	Moss	KB51	MaAsLin2
Planctomycetes bacterium	-0.0656276820082369	2.52097935849965e-24	Species	Moss	SM_genbank-2022.03	MaAsLin2
Solirubrobacterales bacterium.70.9	-0.0656115932607838	3.1514691733611e-17	Species	Moss	SM_genbank-2022.03	MaAsLin2
Bradyrhizobium erythrophlei	-0.0726866473704892	4.56435701693625e-15	Species	Moss	SM_genbank-2022.03	MaAsLin2
Bradyrhizobium canariense	-0.0395920085417668	1.29752943863896e-13	Species	Moss	SM_genbank-2022.03	MaAsLin2
Bradyrhizobium sp. dw.411	-0.0627656664374446	2.98784855921805e-13	Species	Moss	SM_genbank-2022.03	MaAsLin2
Uncultured alphaproteobacteria.bacterium	-0.0408446641239015	1.4222043446351898e-11	Species	Moss	SM_genbank-2022.03	MaAsLin2
Bradyrhizobium sp. S69	-0.088839931050002	1.5128633772676e-11	Species	Moss	SM_genbank-2022.03	MaAsLin2
Enhydrobacter aerosaccus	-0.0597160065221116	2.4673720673821397e-11	Species	Moss	SM_genbank-2022.03	MaAsLin2
Lichenibacterium minor	0.071242693057291	2.7961901331226296e-11	Species	Moss	SM_genbank-2022.03	MaAsLin2
Rhizobiales bacterium.dw.265	-0.0392709318695209	3.58247435163785e-11	Species	Moss	SM_genbank-2022.03	MaAsLin2
Uncultured sp. ngomonadaceae.bacterium	0.066175799328269	3.77299397635813e-11	Species	Moss	SM_genbank-2022.03	MaAsLin2
Trebonia kvetii	-0.0474800050266733	8.662056718968119e-11	Species	Moss	SM_genbank-2022.03	MaAsLin2
Bradyrhizobium sp.	-0.0432902890920758	1.34505260703787e-10	Species	Moss	SM_genbank-2022.03	MaAsLin2
Vitreoscilla sp.	-0.0470441292238531	1.0196784964510501e-9	Species	Moss	SM_genbank-2022.03	MaAsLin2
Alphaproteobacteria bacterium	-0.0360770993025101	1.3734804515599e-9	Species	Moss	SM_genbank-2022.03	MaAsLin2
Proteobacteria bacterium	-0.0388892514888223	1.21041652732988e-8	Species	Moss	SM_genbank-2022.03	MaAsLin2
Bradyrhizobium lablabi	-0.0507212858352415	1.29897847788372e-8	Species	Moss	SM_genbank-2022.03	MaAsLin2
Edaphobacter lichenicola	-0.0746060727110336	2.13504019898343e-8	Species	Moss	SM_genbank-2022.03	MaAsLin2
Mycobacterium cookii	-0.0324600437320427	6.78108509315845e-8	Species	Moss	SM_genbank-2022.03	MaAsLin2
Rhodanobacter sp. K2t2	0.0573409541938328	6.78108509315845e-8	Species	Moss	SM_genbank-2022.03	MaAsLin2
Labilithrix sp.	-0.0270456723672139	2.04055734140222e-7	Species	Moss	SM_genbank-2022.03	MaAsLin2
Uncultured mucilaginibacter.sp.	-0.0246364388979181	2.67427435437021e-7	Species	Moss	SM_genbank-2022.03	MaAsLin2
Phenylobacterium sp.	-0.0206749859823429	3.15507184091344e-7	Species	Moss	SM_genbank-2022.03	MaAsLin2
Burkholderiales bacterium	-0.0525795723682303	3.27699333240068e-7	Species	Moss	SM_genbank-2022.03	MaAsLin2
Granulicella sibirica	-0.0445021881008218	3.41439191226975e-7	Species	Moss	SM_genbank-2022.03	MaAsLin2
Rhizobacter sp.	-0.028048976601515	4.47188279687616e-7	Species	Moss	SM_genbank-2022.03	MaAsLin2
Acidisoma sp. S159	-0.0995655970045611	7.13866779883426e-7	Species	Moss	SM_genbank-2022.03	MaAsLin2
Mycobacterium sp.	-0.0299083077802379	1.58613521382658e-6	Species	Moss	SM_genbank-2022.03	MaAsLin2
Beijerinckiaceae bacterium.rh.al1	0.0641930867870449	2.04207377092405e-6	Species	Moss	SM_genbank-2022.03	MaAsLin2
Sphingomonas bacterium	0.0345809367848401	3.1891363943465e-6	Species	Moss	SM_genbank-2022.03	MaAsLin2
Methylobacterium longum	-0.0387406962146396	5.45122097536846e-6	Species	Moss	SM_genbank-2022.03	MaAsLin2
Uncultured cyanobacterium	-0.0615060792170933	6.11849853156792e-6	Species	Moss	SM_genbank-2022.03	MaAsLin2
Bradyrhizobium sp. Ltspm299	-0.0203778622188414	6.48163035178928e-6	Species	Moss	SM_genbank-2022.03	MaAsLin2
Acidisphaera sp. S103	-0.020811183283998	6.71376675769349e-6	Species	Moss	SM_genbank-2022.03	MaAsLin2
Bradyrhizobium sp. S2.11.2	-0.0197496421982253	6.71376675769349e-6	Species	Moss	SM_genbank-2022.03	MaAsLin2
Methylobacterium pseudosasicola	0.0655628577181035	7.84179327917189e-6	Species	Moss	SM_genbank-2022.03	MaAsLin2
Methylobacterium sp. Wl6	0.0687613495372906	1.31329797297146e-5	Species	Moss	SM_genbank-2022.03	MaAsLin2
Actinobacteria bacterium	-0.162745465351651	1.33749773851677e-5	Species	Moss	SM_genbank-2022.03	MaAsLin2
Mesorhizobium loti	-0.0365191160580087	1.42278958372642e-5	Species	Moss	SM_genbank-2022.03	MaAsLin2
Actinomycetia bacterium	-0.0234493954119333	1.65340038475543e-5	Species	Moss	SM_genbank-2022.03	MaAsLin2
Methylobacterium sp. Wl119	0.164573532521806	2.56872574916216e-5	Species	Moss	SM_genbank-2022.03	MaAsLin2
Lichenicoccus roseus	0.0941936751127653	2.72559068315443e-5	Species	Moss	SM_genbank-2022.03	MaAsLin2
Afipia sp. Gas231	-0.0433174395032826	3.25683757756982e-5	Species	Moss	SM_genbank-2022.03	MaAsLin2
Uncultured hyphomicrobiales.bacterium	-0.0163722964758146	4.31804802547777e-5	Species	Moss	SM_genbank-2022.03	MaAsLin2
Acidisarcina polymorpha	-0.0635775993550658	4.73738781701322e-5	Species	Moss	SM_genbank-2022.03	MaAsLin2
Verrucomicrobia bacterium	-0.0210964718700496	5.02848679840476e-5	Species	Moss	SM_genbank-2022.03	MaAsLin2
Rhizobium sp. L245.93	0.0983987473223314	5.35826881935345e-5	Species	Moss	SM_genbank-2022.03	MaAsLin2
Granulicella pectinivorans	-0.0235889854122117	5.81528432648922e-5	Species	Moss	SM_genbank-2022.03	MaAsLin2
Xanthobacteraceae bacterium	-0.0150134019148047	7.58079094422126e-5	Species	Moss	SM_genbank-2022.03	MaAsLin2
Acidobacteria bacterium	-0.0308535349208264	8.28808403618703e-5	Species	Moss	SM_genbank-2022.03	MaAsLin2
Uncultured rhodospirillales.bacterium	0.0342045519581297	8.28808403618703e-5	Species	Moss	SM_genbank-2022.03	MaAsLin2
Burkholderia sp. Pamc.28687	-0.0203465880740828	9.43115726494729e-5	Species	Moss	SM_genbank-2022.03	MaAsLin2
Pvc group.bacterium	-0.021750026475774	1.2651948594385e-4	Species	Moss	SM_genbank-2022.03	MaAsLin2
Rhizobium tumorigenes	0.0221277214766844	1.2706998583298e-4	Species	Moss	SM_genbank-2022.03	MaAsLin2
Deltaproteobacteria bacterium	-0.0150050274147196	1.3139459019106e-4	Species	Moss	SM_genbank-2022.03	MaAsLin2
Actinoplanes durhamensis	-0.017090262552225	1.7439736427524e-4	Species	Moss	SM_genbank-2022.03	MaAsLin2
Sphingomonas sp. Pamc.26605	0.0262234403444212	1.9557429334641e-4	Species	Moss	SM_genbank-2022.03	MaAsLin2
Uncultured acidobacteria.bacterium	-0.017463000890974	2.518487094547e-4	Species	Moss	SM_genbank-2022.03	MaAsLin2
Stigonema ocellatum	-0.0700971586809862	2.8778184638401e-4	Species	Moss	SM_genbank-2022.03	MaAsLin2
Betaproteobacteria bacterium	-0.0416092455606782	3.0464007903295e-4	Species	Moss	SM_genbank-2022.03	MaAsLin2
Mycobacterium sp. 1245111.1	-0.0245359686658937	3.0799921814548e-4	Species	Moss	SM_genbank-2022.03	MaAsLin2
Actinomycetospora endophytica	-0.017050354380163	4.071409933909e-4	Species	Moss	SM_genbank-2022.03	MaAsLin2
Iningainema tapete	-0.0208907033516433	4.2885345552834e-4	Species	Moss	SM_genbank-2022.03	MaAsLin2
Uncultured rhodanobacter.sp.	0.0461795679504437	4.4385752905807e-4	Species	Moss	SM_genbank-2022.03	MaAsLin2
Methylobacterium cerastii	0.035463378255277	6.0476481162593e-4	Species	Moss	SM_genbank-2022.03	MaAsLin2
Solirubrobacteraceae bacterium	-0.0269726747512799	6.0476481162593e-4	Species	Moss	SM_genbank-2022.03	MaAsLin2
Uncultured beta.proteobacterium	-0.034821526010739	6.0476481162593e-4	Species	Moss	SM_genbank-2022.03	MaAsLin2
Rhodospirillales bacterium.70.18	-0.0169907229396765	6.495426698821e-4	Species	Moss	SM_genbank-2022.03	MaAsLin2
Granulicella rosea	-0.0235567494895226	6.5557558313988e-4	Species	Moss	SM_genbank-2022.03	MaAsLin2
Rubrivivax sp. Ja1024	-0.0194189258686386	6.5893449218486e-4	Species	Moss	SM_genbank-2022.03	MaAsLin2
Polymorphobacter sp. Pamc.29362	-0.0166755176067755	8.1548017081464e-4	Species	Moss	SM_genbank-2022.03	MaAsLin2
Burkholderia sp. Leaf177	-0.0150141425536031	8.6196929598537e-4	Species	Moss	SM_genbank-2022.03	MaAsLin2
Bradyrhizobium jicamae	-0.0111933728394456	9.0646275004342e-4	Species	Moss	SM_genbank-2022.03	MaAsLin2
Conexibacter woesei	-0.0175023464135609	9.0646275004342e-4	Species	Moss	SM_genbank-2022.03	MaAsLin2
Actinomycetospora sp. Tbrc.11914	-0.0128694278274803	0.00117253381518273	Species	Moss	SM_genbank-2022.03	MaAsLin2
Granulicella sp. L60	-0.0276731465569542	0.00165627591924145	Species	Moss	SM_genbank-2022.03	MaAsLin2
Methylobacterium sp. Wl12	0.0418926897207898	0.00183369434817076	Species	Moss	SM_genbank-2022.03	MaAsLin2
Granulicella arctica	-0.0176326444431996	0.00196767309223476	Species	Moss	SM_genbank-2022.03	MaAsLin2
Bradyrhizobium rifense	-0.0134683957802617	0.00247162642794267	Species	Moss	SM_genbank-2022.03	MaAsLin2
Mycolicibacterium sp. P1.18	-0.0151457861152938	0.00296292992561274	Species	Moss	SM_genbank-2022.03	MaAsLin2
Luteibacter sp. dw.328	-0.0152490293633256	0.0032192051573375	Species	Moss	SM_genbank-2022.03	MaAsLin2
Bradyrhizobium sp. Ltsp849	-0.0169671768181841	0.00356939467015685	Species	Moss	SM_genbank-2022.03	MaAsLin2
Beijerinckia sp. L45	0.0256279445988194	0.00378473211435936	Species	Moss	SM_genbank-2022.03	MaAsLin2
Pseudonocardia sp. 73.21	-0.0341403818664554	0.00407344293385346	Species	Moss	SM_genbank-2022.03	MaAsLin2
Caballeronia sp. dw.19	-0.0123794724826967	0.00448976921540456	Species	Moss	SM_genbank-2022.03	MaAsLin2
Granulicella sp. L46	-0.0204627883852851	0.00474602825883079	Species	Moss	SM_genbank-2022.03	MaAsLin2
Burkholderia sp. S171	-0.0170756808534827	0.00537841797253638	Species	Moss	SM_genbank-2022.03	MaAsLin2
Methylobacterium sp. Gxs13	0.0238781135861646	0.00611160108297615	Species	Moss	SM_genbank-2022.03	MaAsLin2
Mycobacterium hodleri	-0.0108201012768368	0.00628256766490694	Species	Moss	SM_genbank-2022.03	MaAsLin2
Paraburkholderia phenazinium	-0.0180656656405395	0.00628256766490694	Species	Moss	SM_genbank-2022.03	MaAsLin2
Caballeronia sp. dw.276	-0.0318585605562157	0.00678919461995225	Species	Moss	SM_genbank-2022.03	MaAsLin2
Granulicella sp. dw.53	-0.00986284953717099	0.00701285769609936	Species	Moss	SM_genbank-2022.03	MaAsLin2
Rhizobium sp. Vs19.Dr104.1	0.0463909900998021	0.00701285769609936	Species	Moss	SM_genbank-2022.03	MaAsLin2
Catenulispora acidiphila	-0.0123789889904151	0.0076821723507775	Species	Moss	SM_genbank-2022.03	MaAsLin2
Rhodanobacter sp. Anjx3	0.0224560126271965	0.00790627851902185	Species	Moss	SM_genbank-2022.03	MaAsLin2
Bacteroidetes bacterium	-0.0254116692149465	0.00889540438403956	Species	Moss	SM_genbank-2022.03	MaAsLin2
Frigoriglobus tundricola	-0.0134950382360217	0.0119412897900477	Species	Moss	SM_genbank-2022.03	MaAsLin2
Nocardiopsis sp.	-0.0162459801417513	0.0123378993449015	Species	Moss	SM_genbank-2022.03	MaAsLin2
Rhizobium sp. B21.90	0.0447350745528662	0.0126802564136752	Species	Moss	SM_genbank-2022.03	MaAsLin2
Burkholderia sp. D7	-0.0143602526876687	0.0132816737135148	Species	Moss	SM_genbank-2022.03	MaAsLin2
Lichenibacterium ramalinae	0.0269286078897136	0.0190159415922434	Species	Moss	SM_genbank-2022.03	MaAsLin2
Streptomyces purpurogeneiscleroticus	0.0145371378909817	0.0198920124207702	Species	Moss	SM_genbank-2022.03	MaAsLin2
Edaphobacter aggregans	-0.00725514489786917	0.0227723002260389	Species	Moss	SM_genbank-2022.03	MaAsLin2
Methylobacterium mesophilicum	0.0231932655653051	0.0236554286259715	Species	Moss	SM_genbank-2022.03	MaAsLin2
Granulicella mallensis	-0.029241929642728	0.027772695524498	Species	Moss	SM_genbank-2022.03	MaAsLin2
Xenophilus sp. L33	-0.0211474669939359	0.027772695524498	Species	Moss	SM_genbank-2022.03	MaAsLin2
Methylobacterium sp. Wl120	0.0180550899969372	0.0288678233394958	Species	Moss	SM_genbank-2022.03	MaAsLin2
Hyphomicrobiales bacterium	-0.00669332027766615	0.0308966248795188	Species	Moss	SM_genbank-2022.03	MaAsLin2
Nostoc sp. Peltigera.malacea.cyanobiont.db3992	-0.0106270810259449	0.0308966248795188	Species	Moss	SM_genbank-2022.03	MaAsLin2
Acidobacteriaceae bacterium	-0.0197253715337943	0.0313635219053201	Species	Moss	SM_genbank-2022.03	MaAsLin2
Lichenibacterium sp. 6y81	0.0185693169990434	0.0338560426622779	Species	Moss	SM_genbank-2022.03	MaAsLin2
Amnibacterium kyonggiense	-0.0127509480171085	0.0380265057652787	Species	Moss	SM_genbank-2022.03	MaAsLin2
Paraburkholderia ginsengisoli	-0.0110422807760601	0.0395110609676284	Species	Moss	SM_genbank-2022.03	MaAsLin2
Burkholderia sp. Pamc.26561	-0.0189965985580302	0.0425902465261388	Species	Moss	SM_genbank-2022.03	MaAsLin2
Ktedonobacteraceae bacterium	-0.0304282892385899	0.0425902465261388	Species	Moss	SM_genbank-2022.03	MaAsLin2
Caulobacter sp. S45	-0.0175870439466006	0.0475390616323791	Species	Moss	SM_genbank-2022.03	MaAsLin2
Granulicella tundricola	0.0193567154681095	0.0533154903853813	Species	Moss	SM_genbank-2022.03	MaAsLin2
Caballeronia mineralivorans	-0.00750380352360698	0.0560653524659994	Species	Moss	SM_genbank-2022.03	MaAsLin2
Nostoc sp. Jl23	-0.0138194677527659	0.0567277780573174	Species	Moss	SM_genbank-2022.03	MaAsLin2
Mycolicibacterium sp.	-0.00815547892770152	0.064467518238319	Species	Moss	SM_genbank-2022.03	MaAsLin2
Sphingomonas sp.	0.0124621563482641	0.069760095361197	Species	Moss	SM_genbank-2022.03	MaAsLin2
Actinobacteria bacterium.21.64.8	0.0101016430260054	0.0795755055696803	Species	Moss	SM_genbank-2022.03	MaAsLin2
Caballeronia sordidicola	-0.0369406857561309	0.0795755055696803	Species	Moss	SM_genbank-2022.03	MaAsLin2
Methylobacterium radiotolerans	-0.0100042599299969	0.0795755055696803	Species	Moss	SM_genbank-2022.03	MaAsLin2
Acetobacteraceae bacterium	-0.0148830555800065	0.0799032056250552	Species	Moss	SM_genbank-2022.03	MaAsLin2
Paraburkholderia metrosideri	-0.0107804142855398	0.0889465365932781	Species	Moss	SM_genbank-2022.03	MaAsLin2
Methylobacterium sp. Gxf4	0.0169735440825731	0.091899920687367	Species	Moss	SM_genbank-2022.03	MaAsLin2
Methylobacterium sp. Wl7	0.0129826064789173	0.0942325311099679	Species	Moss	SM_genbank-2022.03	MaAsLin2
Jatrophihabitans endophyticus	-0.0183857029514973	0.104427712247804	Species	Moss	SM_genbank-2022.03	MaAsLin2
Methylobacterium sp. 2a	0.0158154016595322	0.117687656448518	Species	Moss	SM_genbank-2022.03	MaAsLin2
Terriglobus roseus	-0.013276726673039	0.157311068784312	Species	Moss	SM_genbank-2022.03	MaAsLin2
Acidisphaera sp. L21	-0.011025429129893	0.182378178040436	Species	Moss	SM_genbank-2022.03	MaAsLin2
Solirubrobacterales bacterium	-0.0102963374568996	0.182378178040436	Species	Moss	SM_genbank-2022.03	MaAsLin2
Nevskia soli	-0.0056390301064454	0.194840335901515	Species	Moss	SM_genbank-2022.03	MaAsLin2
Burkholderia sp. Ad24	-0.012348663412725	0.198603124736574	Species	Moss	SM_genbank-2022.03	MaAsLin2
Desmonostoc muscorum	0.0111745153432367	0.198603124736574	Species	Moss	SM_genbank-2022.03	MaAsLin2
Actinomycetales bacterium	0.0141897717134402	0.212097271528867	Species	Moss	SM_genbank-2022.03	MaAsLin2
Rhodospirillales bacterium	0.0195970755444431	0.238695553158889	Species	Moss	SM_genbank-2022.03	MaAsLin2
Nostoc punctiforme	-0.0236606968414523	0.244340430117939	Species	Moss	SM_genbank-2022.03	MaAsLin2
Methylobacterium brachiatum	-0.00963463666055449	0.24978982022659801	Species	Moss	SM_genbank-2022.03	MaAsLin2
Nostoc commune	0.0182011599433069	0.258348775258394	Species	Moss	SM_genbank-2022.03	MaAsLin2
Nostoc foliaceum	0.00680466444686002	0.259585878990975	Species	Moss	SM_genbank-2022.03	MaAsLin2
Methylobacterium sp. Wl18	-0.00787214158812503	0.291783532531043	Species	Moss	SM_genbank-2022.03	MaAsLin2
Nostoc sp. Nms4	0.00533100030932014	0.329736112434109	Species	Moss	SM_genbank-2022.03	MaAsLin2
Methylobacterium sp. Pvr107	-0.0129513031831354	0.342014984501495	Species	Moss	SM_genbank-2022.03	MaAsLin2
Granulicella sp. 5b5	-0.00413054156562389	0.351661871495345	Species	Moss	SM_genbank-2022.03	MaAsLin2
Bradyrhizobium sp. Ltsp857	-0.00598337965540969	0.395237534512086	Species	Moss	SM_genbank-2022.03	MaAsLin2
Paraburkholderia sp. Bcc1886	-0.00458295702088542	0.403434082552881	Species	Moss	SM_genbank-2022.03	MaAsLin2
Gammaproteobacteria bacterium	0.00769112501293447	0.463803558986058	Species	Moss	SM_genbank-2022.03	MaAsLin2
Nostoc sp. Nos.2021.	0.0073930041649092	0.466236003364409	Species	Moss	SM_genbank-2022.03	MaAsLin2
Sphingomonas oligoaromativorans	-0.00357693565973549	0.467763020914916	Species	Moss	SM_genbank-2022.03	MaAsLin2
Pseudomonas fluorescens	0.00511852634148637	0.486750987224105	Species	Moss	SM_genbank-2022.03	MaAsLin2
Mycolicibacterium madagascariense	-0.0115931927355971	0.492119115892501	Species	Moss	SM_genbank-2022.03	MaAsLin2
Nostoc sp. Peltigera.membranacea.cyanobiont.232	0.0109591982768282	0.564663254832845	Species	Moss	SM_genbank-2022.03	MaAsLin2
Nostoc flagelliforme	-0.00750965694034757	0.582443474115994	Species	Moss	SM_genbank-2022.03	MaAsLin2
Nostoc sp. Jl31	-0.0105255293753195	0.588985031181344	Species	Moss	SM_genbank-2022.03	MaAsLin2
Paraburkholderia aspalathi	-0.00507184237095771	0.665640951465416	Species	Moss	SM_genbank-2022.03	MaAsLin2
Nostoc sp. Kvj20	0.00245488477499364	0.669174019426313	Species	Moss	SM_genbank-2022.03	MaAsLin2
Nostoc sp. 3335mg	-0.00244359369711891	0.69146555847881	Species	Moss	SM_genbank-2022.03	MaAsLin2
Eremiobacteraeota bacterium	0.00669355762261977	0.769939138779119	Species	Moss	SM_genbank-2022.03	MaAsLin2
Methylobacterium sp. Wl64	-0.00240156446235962	0.801869071261769	Species	Moss	SM_genbank-2022.03	MaAsLin2
Nostoc sp. Jl34	-0.00451907460158298	0.801869071261769	Species	Moss	SM_genbank-2022.03	MaAsLin2
Nostoc sp. Peltigera.membranacea.cyanobiont.210a	-0.00209233910646069	0.808056981524984	Species	Moss	SM_genbank-2022.03	MaAsLin2
Nostoc sp. Peltigera.membranacea.cyanobiont.n6	-0.0021875133351689	0.820909517074165	Species	Moss	SM_genbank-2022.03	MaAsLin2
Methylobacterium sp. Wl93	0.00147043738635038	0.821206380812629	Species	Moss	SM_genbank-2022.03	MaAsLin2
Nostoc sp. C052	0.00294249896840269	0.821206380812629	Species	Moss	SM_genbank-2022.03	MaAsLin2
Rhizobacter sp. Root404	-0.00196152972136975	0.821206380812629	Species	Moss	SM_genbank-2022.03	MaAsLin2
Nostoc sp. Jl33	-9.3487325457014e-4	0.861809667084368	Species	Moss	SM_genbank-2022.03	MaAsLin2
Bryocella elongata	7.4470548626242e-4	0.887266290467059	Species	Moss	SM_genbank-2022.03	MaAsLin2
Granulicella aggregans	-0.00157764784348741	0.888591760537281	Species	Moss	SM_genbank-2022.03	MaAsLin2
Nostoc sp. eroides	0.00183552135187263	0.888591760537281	Species	Moss	SM_genbank-2022.03	MaAsLin2
Acidisoma sp. L85	6.9095025214952e-4	0.944808582360307	Species	Moss	SM_genbank-2022.03	MaAsLin2
Nostoc sp. Nms7	-0.00112177257108745	0.975901361987637	Species	Moss	SM_genbank-2022.03	MaAsLin2
Nostoc mirabile	-2.57372144697176e-5	0.997458761870226	Species	Moss	SM_genbank-2022.03	MaAsLin2
Nostoc sp. Xa010	-1.1278528272779e-4	0.997458761870226	Species	Moss	SM_genbank-2022.03	MaAsLin2
Jajych01 sp. 1777685	-0.0542721961666675	1.0247597967575101e-24	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Vayn01 sp. 1898095	-0.0612161070099608	2.07072833199241e-18	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Vayn01 sp. 8268575	-0.0599271883470798	3.31253341582671e-17	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
Bradyrhizobium erythrophlei	-0.073224547267108	5.38061345055941e-16	Species	Moss	SM_gtdb-rs214-full	MaAsLin2
